	HGNC_ID	Gene_symbol	Gene synonym	Ensembl	Protein class	Disease involvement	Source	Source_Date	Download_Date
6569	HGNC:4181	GBF1	ARF1GEF, KIAA0248	ENSG00000107862	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6570	HGNC:20460	GBGT1	A3GALNT, FS, MGC44848, UDP-GalNAc	ENSG00000148288	Predicted intracellular proteins		HPA	20210914	20210914
6571	HGNC:4182	GBP1		ENSG00000117228	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6572	HGNC:4183	GBP2		ENSG00000162645	Predicted intracellular proteins		HPA	20210914	20210914
6573	HGNC:4184	GBP3	FLJ10961	ENSG00000117226	Predicted intracellular proteins		HPA	20210914	20210914
6574	HGNC:20480	GBP4	Mpa2	ENSG00000162654	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6575	HGNC:19895	GBP5		ENSG00000154451	Predicted intracellular proteins		HPA	20210914	20210914
6576	HGNC:25395	GBP6	DKFZp686G0786	ENSG00000183347	Predicted intracellular proteins		HPA	20210914	20210914
6577	HGNC:29606	GBP7	FLJ38822, GBP4L	ENSG00000213512	Predicted intracellular proteins		HPA	20210914	20210914
6578	HGNC:4185	GBX1		ENSG00000164900	Predicted intracellular proteins, Transcription factors		HPA	20210914	20210914
6579	HGNC:4186	GBX2		ENSG00000168505	Predicted intracellular proteins, Transcription factors		HPA	20210914	20210914
6580	HGNC:4187	GC	DBP, hDBP, VDBP	ENSG00000145321	Plasma proteins, Predicted secreted proteins		HPA	20210914	20210914
6581	HGNC:15990	GCA	GCL	ENSG00000115271	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6582	HGNC:4188	GCAT	KBL	ENSG00000100116	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6583	HGNC:19095	GCC1	FLJ22035, GCC1P, GCC88, MGC20706	ENSG00000179562	Predicted intracellular proteins		HPA	20210914	20210914
6584	HGNC:23218	GCC2	GCC185, KIAA0336	ENSG00000135968	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6585	HGNC:4189	GCDH	ACAD5	ENSG00000105607	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation, Glutaricaciduria	HPA	20210914	20210914
6586	HGNC:1317	GCFC2	C2orf3, DNABF, GCF, TCF9	ENSG00000005436	Predicted intracellular proteins		HPA	20210914	20210914
6587	HGNC:4191	GCG	GLP-1, GLP1, GLP2, GRPP	ENSG00000115263	Predicted secreted proteins		HPA	20210914	20210914
6588	HGNC:4192	GCGR	GGR	ENSG00000215644	FDA approved drug targets, G-protein coupled receptors, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Diabetes mellitus, FDA approved drug targets	HPA	20210914	20210914
6589	HGNC:4193	GCH1	DYT14, DYT5, DYT5a, GCH, GTPCH1	ENSG00000131979	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation, Dystonia, Parkinsonism, Phenylketonuria	HPA	20210914	20210914
6590	HGNC:4194	GCHFR	GFRP, HsT16933	ENSG00000137880	Predicted intracellular proteins		HPA	20210914	20210914
6591	HGNC:4195	GCK	HK4, MODY2	ENSG00000106633	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Diabetes mellitus, Disease mutation	HPA	20210914	20210914
6592	HGNC:4196	GCKR		ENSG00000084734	Predicted intracellular proteins		HPA	20210914	20210914
6593	HGNC:4311	GCLC	GCS, GLCL, GLCLC	ENSG00000001084	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Disease mutation, Hereditary hemolytic anemia	HPA	20210914	20210914
6594	HGNC:4312	GCLM	GLCLR	ENSG00000023909	Cancer-related genes, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
6595	HGNC:4197	GCM1	GCMA, hGCMa	ENSG00000137270	Predicted intracellular proteins, Transcription factors		HPA	20210914	20210914
6596	HGNC:4198	GCM2	GCMB, hGCMb	ENSG00000124827	Disease related genes, Predicted intracellular proteins, Transcription factors	Disease mutation	HPA	20210914	20210914
6597	HGNC:4199	GCN1	GCN1L, GCN1L1, KIAA0219	ENSG00000089154	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6598	HGNC:15805	GCNA	ACRC, NAAR1	ENSG00000147174	Predicted intracellular proteins		HPA	20210914	20210914
6599	HGNC:4203	GCNT1	C2GNT, NACGT2, NAGCT2	ENSG00000187210	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6600	HGNC:4204	GCNT2	bA360O19.2, bA421M1.1, CCAT, GCNT5, IGNT, II, NACGT1, NAGCT1, ULG3	ENSG00000111846	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Cataract, Disease mutation	HPA	20210914	20210914
6601	HGNC:4205	GCNT3	C2/4GnT, C2GnT-M, C2GnT2	ENSG00000140297	Enzymes, Predicted membrane proteins		HPA	20210914	20210914
6602	HGNC:17973	GCNT4	C2GNT3	ENSG00000176928	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6603	HGNC:16099	GCNT7	C20orf105, dJ1153D9.2	ENSG00000124091	Predicted intracellular proteins		HPA	20210914	20210914
6604	HGNC:26424	GCOM1	FLJ30973, GRINL1A, MYZAP-POLR2M	ENSG00000137878	Predicted intracellular proteins		HPA	20210914	20210914
6605	HGNC:20253	GCSAM	GCET2, HGAL, MGC40441	ENSG00000174500	Predicted intracellular proteins		HPA	20210914	20210914
6606	HGNC:29583	GCSAML	C1orf150, FLJ44728	ENSG00000169224	Predicted intracellular proteins		HPA	20210914	20210914
6607	HGNC:41244	GCSAML-AS1		ENSG00000284824	G-protein coupled receptors, Predicted membrane proteins		HPA	20210914	20210914
6608	HGNC:4208	GCSH		ENSG00000140905	Disease related genes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6609	HGNC:4212	GDA		ENSG00000119125	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6610	HGNC:15968	GDAP1	CMT2K, CMT4, CMT4A	ENSG00000104381	Disease related genes, Predicted membrane proteins	Charcot-Marie-Tooth disease, Disease mutation, Neurodegeneration, Neuropathy	HPA	20210914	20210914
6611	HGNC:4213	GDAP1L1		ENSG00000124194	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6612	HGNC:18010	GDAP2	dJ776P7.1, FLJ20142, MACROD3	ENSG00000196505	Predicted intracellular proteins	Disease mutation, Neurodegeneration, Spinocerebellar ataxia	HPA	20210914	20210914
6613	HGNC:29644	GDE1	MIR16	ENSG00000006007	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6614	HGNC:4214	GDF1		ENSG00000130283	Disease related genes, Predicted secreted proteins	Disease mutation	HPA	20210914	20210914
6615	HGNC:4215	GDF10	BMP-3b	ENSG00000266524	Plasma proteins, Predicted secreted proteins		HPA	20210914	20210914
6616	HGNC:4216	GDF11	BMP-11	ENSG00000135414	Predicted secreted proteins		HPA	20210914	20210914
6617	HGNC:30142	GDF15	MIC-1, MIC1, NAG-1, PDF, PLAB, PTGFB	ENSG00000130513	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Cancer-related genes	HPA	20210914	20210914
6618	HGNC:4217	GDF2	BMP-9, BMP9	ENSG00000263761	Disease related genes, Plasma proteins, Predicted secreted proteins	Disease mutation	HPA	20210914	20210914
6619	HGNC:4218	GDF3		ENSG00000184344	Disease related genes, Predicted secreted proteins	Disease mutation, Microphthalmia	HPA	20210914	20210914
6620	HGNC:4220	GDF5	BMP14, CDMP1	ENSG00000125965	Disease related genes, Plasma proteins, Predicted secreted proteins	Disease mutation, Dwarfism	HPA	20210914	20210914
6621	HGNC:33435	GDF5OS		ENSG00000204183	Predicted intracellular proteins		HPA	20210914	20210914
6622	HGNC:4221	GDF6	BMP13, KFS, KFS1, SGM1	ENSG00000156466	Disease related genes, Predicted secreted proteins	Disease mutation, Dwarfism, Leber congenital amaurosis, Microphthalmia	HPA	20210914	20210914
6623	HGNC:4222	GDF7	BMP12	ENSG00000143869	Predicted secreted proteins		HPA	20210914	20210914
6624	HGNC:4224	GDF9		ENSG00000164404	Disease related genes, Predicted intracellular proteins, Predicted secreted proteins	Premature ovarian failure	HPA	20210914	20210914
6625	HGNC:4226	GDI1	FLJ41411, GDIL, MRX41, MRX48, OPHN2, RABGDIA, XAP-4	ENSG00000203879	Disease related genes, Plasma proteins, Predicted intracellular proteins	Disease mutation, Mental retardation	HPA	20210914	20210914
6626	HGNC:4227	GDI2	RABGDIB	ENSG00000057608	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6627	HGNC:4232	GDNF	ATF1, ATF2, HFB1-GDNF	ENSG00000168621	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Predicted secreted proteins	Cancer-related genes, Disease mutation, Hirschsprung disease	HPA	20210914	20210914
6628	HGNC:20883	GDPD1	FLJ37451, GDE4	ENSG00000153982	Enzymes, Predicted membrane proteins		HPA	20210914	20210914
6629	HGNC:25974	GDPD2	FLJ20207, GDE3, OBDPF	ENSG00000130055	Enzymes, Predicted membrane proteins		HPA	20210914	20210914
6630	HGNC:28638	GDPD3	MGC4171	ENSG00000102886	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6631	HGNC:24849	GDPD4	GDE6	ENSG00000178795	Predicted membrane proteins		HPA	20210914	20210914
6632	HGNC:28804	GDPD5	GDE2, PP1665	ENSG00000158555	Predicted membrane proteins		HPA	20210914	20210914
6633	HGNC:34360	GDPGP1	C15orf58	ENSG00000183208	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6634	HGNC:4234	GEM	KIR	ENSG00000164949	Predicted intracellular proteins		HPA	20210914	20210914
6635	HGNC:10884	GEMIN2	SIP1	ENSG00000092208	Predicted intracellular proteins		HPA	20210914	20210914
6636	HGNC:15717	GEMIN4	DKFZP434B131, DKFZP434D174, HC56, HCAP1, HHRF-1, p97	ENSG00000179409	Plasma proteins, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
6637	HGNC:20043	GEMIN5		ENSG00000082516	Predicted intracellular proteins		HPA	20210914	20210914
6638	HGNC:20044	GEMIN6	FLJ23459	ENSG00000152147	Predicted intracellular proteins		HPA	20210914	20210914
6639	HGNC:20045	GEMIN7	FLJ13956	ENSG00000142252	Predicted intracellular proteins		HPA	20210914	20210914
6640	HGNC:26044	GEMIN8	FAM51A1, FLJ20514	ENSG00000046647	Predicted intracellular proteins		HPA	20210914	20210914
6641	HGNC:26881	GEN1	FLJ40869, Gen	ENSG00000178295	Predicted intracellular proteins		HPA	20210914	20210914
6642	HGNC:21690	GET4	C7orf20, CEE, CGI-20, H_NH1244M04.5, TRC35	ENSG00000239857	Predicted intracellular proteins		HPA	20210914	20210914
6643	HGNC:4235	GFAP	FLJ45472	ENSG00000131095	Candidate cardiovascular disease genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Disease mutation, Leukodystrophy	HPA	20210914	20210914
6644	HGNC:4236	GFER	ALR, ERV1, HERV1, HPO1, HPO2, HSS	ENSG00000127554	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Cataract, Deafness, Disease mutation, Primary mitochondrial disease	HPA	20210914	20210914
6645	HGNC:4237	GFI1	GFI-1, GFI1A, ZNF163	ENSG00000162676	Disease related genes, Predicted intracellular proteins, Transcription factors	Disease mutation	HPA	20210914	20210914
6646	HGNC:4238	GFI1B	ZNF163B	ENSG00000165702	Disease related genes, Predicted intracellular proteins, Transcription factors	Proto-oncogene	HPA	20210914	20210914
6647	HGNC:13780	GFM1	EFGM, EGF1, GFM	ENSG00000168827	Disease related genes, Predicted intracellular proteins	Primary mitochondrial disease	HPA	20210914	20210914
6648	HGNC:29682	GFM2	EFG2, FLJ21661	ENSG00000164347	Predicted intracellular proteins	Disease mutation, Primary mitochondrial disease	HPA	20210914	20210914
6649	HGNC:21096	GFOD1	ADG-90, C6orf114, FLJ20330	ENSG00000145990	Predicted intracellular proteins, Predicted secreted proteins		HPA	20210914	20210914
6650	HGNC:28159	GFOD2	FLJ23802, MGC11335	ENSG00000141098	Predicted intracellular proteins, Predicted secreted proteins		HPA	20210914	20210914
6651	HGNC:4241	GFPT1	GFA, GFAT, GFAT1, GFPT	ENSG00000198380	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Congenital myasthenic syndrome, Disease mutation	HPA	20210914	20210914
6652	HGNC:4242	GFPT2	GFAT2	ENSG00000131459	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6653	HGNC:4243	GFRA1	GDNFR, GDNFRA, GFR-ALPHA-1, RET1L, RETL1, TRNR1	ENSG00000151892	Predicted membrane proteins		HPA	20210914	20210914
6654	HGNC:4244	GFRA2	GDNFRB, NTNRA, RETL2, TRNR2	ENSG00000168546	Predicted intracellular proteins		HPA	20210914	20210914
6655	HGNC:4245	GFRA3	GFRa-3	ENSG00000146013	Predicted membrane proteins		HPA	20210914	20210914
6656	HGNC:13821	GFRA4		ENSG00000125861	Predicted intracellular proteins		HPA	20210914	20210914
6657	HGNC:32789	GFRAL	bA360D14.1, C6orf144, GRAL, UNQ9356	ENSG00000187871	Predicted membrane proteins		HPA	20210914	20210914
6658	HGNC:44663	GFY	Goofy	ENSG00000261949	Predicted membrane proteins		HPA	20210914	20210914
6659	HGNC:17842	GGA1		ENSG00000100083	Predicted intracellular proteins		HPA	20210914	20210914
6660	HGNC:16064	GGA2	KIAA1080, VEAR	ENSG00000103365	Predicted intracellular proteins		HPA	20210914	20210914
6661	HGNC:17079	GGA3	KIAA0154	ENSG00000125447	Predicted intracellular proteins		HPA	20210914	20210914
6662	HGNC:25100	GGACT	A2LD1	ENSG00000134864	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6663	HGNC:21705	GGCT	C7orf24, CRF21, GCTG, Ggc, MGC3077	ENSG00000006625	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6664	HGNC:4247	GGCX	VKCFD1	ENSG00000115486	Disease related genes, Enzymes, FDA approved drug targets, Predicted membrane proteins	Disease mutation, FDA approved drug targets	HPA	20210914	20210914
6665	HGNC:4248	GGH		ENSG00000137563	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6666	HGNC:18869	GGN	FLJ35713, MGC33369	ENSG00000179168	Predicted intracellular proteins		HPA	20210914	20210914
6667	HGNC:19357	GGNBP2	DIF-3, DIF3, FLJ21230, FLJ22561, LZK1, ZFP403, ZNF403	ENSG00000278311	Predicted intracellular proteins		HPA	20210914	20210914
6668	HGNC:4249	GGPS1	GGPPS1	ENSG00000152904	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	FDA approved drug targets	HPA	20210914	20210914
6669	HGNC:4250	GGT1	CD224, D22S672, D22S732, GGT	ENSG00000100031	Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Mental retardation	HPA	20210914	20210914
6670	HGNC:4251	GGT2	GGT	ENSG00000133475	Predicted membrane proteins		HPA	20210914	20210914
6671	HGNC:4260	GGT5	GGT-REL, GGTLA1	ENSG00000099998	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6672	HGNC:26891	GGT6	FLJ90165	ENSG00000167741	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6673	HGNC:4259	GGT7	D20S101, dJ18C9.2, GGTL3, GGTL5	ENSG00000131067	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6674	HGNC:16437	GGTLC1	dJ831C21.1, dJ831C21.2, GGTLA3, GGTLA4	ENSG00000149435	Predicted intracellular proteins		HPA	20210914	20210914
6675	HGNC:18596	GGTLC2	GGTL4	ENSG00000100121	Predicted intracellular proteins		HPA	20210914	20210914
6676	HGNC:33426	GGTLC3		ENSG00000274252	Predicted intracellular proteins		HPA	20210914	20210914
6677	HGNC:4261	GH1	GH, GH-N, GHN, hGH-N	ENSG00000259384	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Predicted intracellular proteins, Predicted secreted proteins	Cancer-related genes, Disease mutation, Dwarfism	HPA	20210914	20210914
6678	HGNC:4262	GH2	GH-V, GHL, GHV, hGH-V	ENSG00000136487	Cancer-related genes, Predicted secreted proteins	Cancer-related genes	HPA	20210914	20210914
6679	HGNC:24438	GHDC	LGP1	ENSG00000167925	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6680	HGNC:17281	GHITM	DERP2, HSPC282, My021, PTD010, TMBIM5	ENSG00000165678	Predicted membrane proteins		HPA	20210914	20210914
6681	HGNC:4263	GHR	GHBP	ENSG00000112964	Disease related genes, FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins	Disease mutation, Dwarfism, FDA approved drug targets	HPA	20210914	20210914
6682	HGNC:4265	GHRH	GHRF	ENSG00000118702	Predicted secreted proteins		HPA	20210914	20210914
6683	HGNC:4266	GHRHR		ENSG00000106128	Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation, Dwarfism, FDA approved drug targets	HPA	20210914	20210914
6684	HGNC:18129	GHRL	ghrelin, MTLRP, obestatin	ENSG00000157017	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins		HPA	20210914	20210914
6685	HGNC:4267	GHSR		ENSG00000121853	Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins, Transporters	Disease mutation, Dwarfism	HPA	20210914	20210914
6686	HGNC:28453	GID4	C17orf39, VID24	ENSG00000141034	Predicted intracellular proteins		HPA	20210914	20210914
6687	HGNC:15857	GID8	bA305P22.1, C20orf11, FLJ20602, TWA1	ENSG00000101193	Predicted intracellular proteins		HPA	20210914	20210914
6688	HGNC:4268	GIF	IF, IFMH, INF, TCN3	ENSG00000134812	Disease related genes, Predicted secreted proteins	Disease mutation	HPA	20210914	20210914
6689	HGNC:9126	GIGYF1	GYF1, PERQ1	ENSG00000146830	Predicted intracellular proteins		HPA	20210914	20210914
6690	HGNC:11960	GIGYF2	GYF2, KIAA0642, PARK11, PERQ2, PERQ3, TNRC15	ENSG00000204120	Disease related genes, Predicted intracellular proteins	Disease mutation, Neurodegeneration, Parkinson disease, Parkinsonism	HPA	20210914	20210914
6691	HGNC:23237	GIMAP1	HIMAP1, IAN2, IMAP1, IMAP38	ENSG00000213203	Predicted membrane proteins		HPA	20210914	20210914
6692	HGNC:51257	GIMAP1-GIMAP5		ENSG00000281887	Predicted membrane proteins		HPA	20210914	20210914
6693	HGNC:21789	GIMAP2	DKFZp586D0824, HIMAP2, IAN12, IMAP2	ENSG00000106560	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6694	HGNC:21872	GIMAP4	FLJ11110, HIMAP4, IAN1, IMAP4	ENSG00000133574	Predicted intracellular proteins		HPA	20210914	20210914
6695	HGNC:18005	GIMAP5	HIMAP3, IAN4L1, IAN5	ENSG00000196329	Predicted membrane proteins		HPA	20210914	20210914
6696	HGNC:21918	GIMAP6	FLJ22690, IAN6	ENSG00000133561	Predicted intracellular proteins		HPA	20210914	20210914
6697	HGNC:22404	GIMAP7	IAN7, MGC27027	ENSG00000179144	Predicted intracellular proteins		HPA	20210914	20210914
